1925,-5,-4,2,-18,17,-299,-726,873,-3354,-30,1,1354276317.132143
316,-2,0,-1,-2,3,-48,-127,143,-545,-5,0,1354276317.136221
1338,-7,2,-3,-11,11,-205,-517,606,-2313,-21,0,1354276317.136342
1943,-5,-1,3,-18,16,-299,-735,876,-3349,-30,1,1354276317.136615
1942,-6,-6,3,-19,16,-298,-735,876,-3346,-29,1,1354276317.136736
1942,-6,-7,2,-18,16,-299,-735,876,-3346,-30,0,1354276317.136854
1940,-3,-6,1,-18,16,-299,-735,876,-3346,-30,1,1354276317.136971
1939,-4,-4,0,-19,17,-298,-735,876,-3345,-30,1,1354276317.1371
1940,-5,-2,2,-18,17,-298,-735,876,-3345,-29,1,1354276317.137885
1940,-7,-2,0,-18,17,-299,-726,872,-3350,-30,1,1354276317.138348
1942,-5,-5,2,-18,18,-299,-725,872,-3349,-30,1,1354276317.13847
1942,-5,-5,2,-18,18,-298,-725,872,-3349,-30,1,1354276317.138588
1942,-8,-3,0,-18,17,-299,-725,872,-3349,-30,1,1354276317.138708
1941,-8,-4,1,-18,17,-299,-725,872,-3349,-30,1,1354276317.138827
1942,-4,-6,0,-19,17,-299,-725,872,-3349,-30,1,1354276317.138946
1942,-3,-6,0,-18,17,-298,-725,872,-3349,-29,1,1354276317.139066
1942,-3,-4,1,-18,17,-298,-725,872,-3350,-29,1,1354276317.139194
1940,-1,-5,-2,-18,17,-299,-725,872,-3351,-29,1,1354276317.139314
1940,-3,-4,-1,-19,17,-299,-729,873,-3349,-29,1,1354276317.139433
1941,-5,-3,0,-18,17,-299,-733,875,-3347,-29,1,1354276317.139554
1943,-5,-5,-1,-18,17,-298,-735,876,-3346,-29,1,1354276317.139673
1942,-2,-4,-1,-18,17,-299,-735,876,-3346,-30,1,1354276317.139798
1943,-2,-2,0,-18,17,-299,-735,876,-3345,-30,1,1354276317.139918
1942,-4,-2,2,-17,17,-298,-735,876,-3344,-29,1,1354276317.140036
1943,-4,-2,2,-18,17,-298,-735,875,-3344,-29,1,1354276317.140145
1941,-6,-2,3,-18,16,-299,-735,876,-3346,-29,1,1354276317.140413
1941,-5,-3,3,-18,17,-298,-735,875,-3346,-29,1,1354276317.141189
1942,-6,-3,3,-18,17,-298,-729,875,-3348,-29,1,1354276317.141311
1941,-6,-4,4,-18,17,-298,-724,874,-3350,-29,1,1354276317.14142
1943,-5,-3,2,-18,18,-298,-723,874,-3350,-29,1,1354276317.141529
1943,-3,-4,2,-18,18,-298,-723,874,-3351,-29,1,1354276317.141638
1943,-3,-4,3,-18,17,-299,-723,874,-3351,-29,1,1354276317.141747
1942,-5,-5,1,-18,17,-299,-724,874,-3351,-28,1,1354276317.141856
1943,-6,-7,2,-18,18,-299,-724,874,-3351,-29,1,1354276317.141981
1942,-5,-5,2,-18,17,-299,-724,873,-3351,-29,1,1354276317.142104
1943,-6,-2,3,-18,17,-299,-723,874,-3350,-29,1,1354276317.142224
1941,-5,-3,0,-18,17,-299,-723,874,-3350,-29,1,1354276317.142344
1941,-4,-4,-2,-19,17,-298,-727,874,-3348,-29,1,1354276317.142452
1942,-2,-2,0,-19,17,-298,-733,875,-3346,-29,1,1354276317.142559
1943,-2,-4,2,-19,17,-298,-734,876,-3346,-29,1,1354276317.142667
1943,0,-5,2,-18,17,-297,-734,875,-3346,-29,1,1354276317.142782
1944,-4,-4,0,-18,17,-297,-734,875,-3346,-28,1,1354276317.142892
1943,-7,-4,1,-18,17,-298,-733,875,-3347,-28,0,1354276317.143002
1943,-7,-4,1,-18,18,-298,-734,875,-3346,-29,0,1354276317.14311
1941,-5,-4,2,-19,18,-298,-734,875,-3346,-29,1,1354276317.14323
1940,-6,-2,2,-19,17,-298,-734,875,-3346,-29,1,1354276317.143347
1941,-5,-2,2,-19,17,-298,-734,875,-3346,-29,1,1354276317.144092
1944,-2,-3,3,-18,17,-298,-729,875,-3347,-28,1,1354276317.144211
1942,-1,-3,2,-19,17,-298,-725,874,-3349,-29,1,1354276317.144333
1941,-4,-4,2,-19,17,-298,-725,874,-3349,-29,1,1354276317.144451
1943,-4,-3,3,-18,17,-298,-725,874,-3349,-29,1,1354276317.144751
1942,-3,-2,2,-18,17,-298,-724,874,-3350,-29,1,1354276317.144874
1943,-3,-2,-1,-18,18,-299,-724,874,-3350,-29,1,1354276317.144992
1942,-5,-3,0,-18,18,-299,-724,874,-3350,-28,1,1354276317.145111
1943,-5,-2,3,-18,17,-298,-724,874,-3350,-29,1,1354276317.145238
1941,-7,-2,4,-18,17,-299,-724,874,-3350,-29,1,1354276317.145356
1941,-7,-3,1,-18,17,-298,-728,874,-3346,-29,1,1354276317.145474
1942,-4,-5,1,-18,17,-298,-733,874,-3344,-29,1,1354276317.145592
1944,-3,-5,5,-19,18,-298,-734,874,-3343,-29,1,1354276317.145709
1943,-3,-4,4,-19,17,-298,-734,874,-3343,-28,1,1354276317.145827
1944,-5,-2,2,-18,17,-298,-735,874,-3342,-28,1,1354276317.14594
1943,-6,-1,3,-18,17,-298,-735,874,-3343,-29,1,1354276317.14605
1944,-4,-4,2,-18,16,-298,-735,874,-3342,-29,1,1354276317.146163
1943,-2,-6,3,-18,16,-298,-735,874,-3342,-29,1,1354276317.146281
1941,-2,-2,6,-19,17,-298,-735,874,-3342,-29,1,1354276317.146395
1939,-4,0,6,-19,17,-298,-735,874,-3342,-29,1,1354276317.147119
1943,-4,-1,6,-19,17,-298,-732,874,-3343,-29,1,1354276317.14724
1941,-6,-3,4,-19,17,-299,-727,874,-3346,-29,1,1354276317.147356
1942,-4,-4,1,-18,17,-299,-724,874,-3349,-29,1,1354276317.147598
1944,-2,-5,1,-18,17,-299,-724,874,-3349,-29,1,1354276317.147708
1943,-3,-5,0,-18,17,-299,-724,874,-3349,-29,1,1354276317.147817
1943,-5,-2,0,-18,17,-298,-724,874,-3349,-28,1,1354276317.147925
1943,-6,-1,1,-18,17,-298,-725,874,-3348,-28,1,1354276317.148033
1943,-7,-1,1,-18,17,-298,-725,874,-3348,-28,1,1354276317.148152
1940,-8,0,0,-18,17,-299,-725,874,-3348,-28,1,1354276317.148271
1940,-8,-4,1,-18,17,-299,-729,874,-3345,-29,1,1354276317.148397
1942,-4,-5,1,-19,18,-299,-734,874,-3341,-28,1,1354276317.148543
1944,-4,-2,1,-19,17,-298,-735,874,-3341,-28,1,1354276317.148706
1943,-6,-3,2,-19,18,-298,-735,874,-3341,-28,1,1354276317.148827
1943,-6,-5,3,-18,18,-299,-735,874,-3341,-28,1,1354276317.148946
1942,-5,-5,3,-18,17,-298,-735,874,-3341,-28,1,1354276317.149057
1943,-4,-3,2,-18,17,-298,-735,874,-3341,-29,1,1354276317.14918
1943,-3,-2,1,-18,17,-298,-735,874,-3341,-29,1,1354276317.14932
1941,-3,-1,5,-19,17,-298,-735,874,-3341,-29,1,1354276317.14943
1940,-5,-2,4,-19,17,-298,-735,873,-3341,-28,1,1354276317.150198
1943,-6,-4,0,-18,17,-298,-732,873,-3342,-28,1,1354276317.150325
1941,-8,-3,-1,-19,17,-298,-726,873,-3345,-28,1,1354276317.150435
1941,-6,-3,1,-18,18,-298,-724,873,-3347,-28,1,1354276317.150543
1943,-6,-3,0,-18,17,-298,-724,873,-3347,-28,1,1354276317.15065
1944,-5,-5,2,-18,17,-299,-724,873,-3347,-28,1,1354276317.150759
1943,-5,-5,4,-18,17,-299,-725,873,-3347,-28,1,1354276317.150867
1944,-5,-5,4,-19,16,-299,-725,873,-3347,-28,1,1354276317.150975
1943,-6,-4,4,-19,17,-299,-724,873,-3347,-28,1,1354276317.151084
1943,-6,-6,5,-18,18,-298,-725,873,-3347,-28,1,1354276317.151352
1942,-5,-4,5,-18,17,-298,-727,873,-3343,-28,1,1354276317.151463
1940,-3,-3,2,-18,17,-298,-732,872,-3341,-28,1,1354276317.151572
1943,-3,-4,4,-18,17,-298,-734,872,-3341,-28,1,1354276317.15168
1942,-4,-7,5,-18,16,-298,-734,872,-3341,-28,1,1354276317.151788
1943,-2,-6,3,-19,17,-298,-734,872,-3341,-28,1,1354276317.151896
1942,-2,-3,2,-18,18,-298,-735,872,-3341,-28,1,1354276317.152017
1941,-3,-3,2,-18,17,-298,-735,872,-3341,-28,1,1354276317.152125
1939,-3,-3,3,-18,17,-298,-735,872,-3341,-28,1,1354276317.152247
1938,-3,-4,2,-19,17,-298,-735,872,-3341,-28,0,1354276317.152399
1936,-5,-5,3,-18,17,-297,-735,872,-3341,-28,0,1354276317.15334
1939,-7,-5,3,-19,17,-298,-731,872,-3342,-28,1,1354276317.15346
1938,-7,-5,3,-18,17,-299,-726,871,-3345,-28,1,1354276317.153579
1937,-8,-4,6,-18,17,-298,-724,871,-3347,-28,1,1354276317.153698
1939,-7,-3,6,-18,17,-298,-725,871,-3347,-28,1,1354276317.15383
1941,-5,-2,4,-18,18,-298,-724,871,-3347,-28,1,1354276317.153949
1939,-6,-2,3,-18,17,-298,-725,871,-3347,-28,1,1354276317.154063
1940,-8,-4,3,-18,17,-298,-725,871,-3347,-28,1,1354276317.15419
1940,-8,-6,3,-18,17,-298,-724,871,-3347,-28,0,1354276317.154344
1940,-7,-8,3,-18,17,-299,-724,871,-3347,-28,0,1354276317.154454
1940,-5,-6,4,-18,18,-299,-724,871,-3347,-28,1,1354276317.154572
1939,-4,-3,3,-18,18,-298,-727,871,-3343,-28,1,1354276317.15468
1937,-6,-3,3,-19,18,-298,-733,871,-3340,-28,1,1354276317.154788
1940,-6,-2,1,-19,17,-298,-735,872,-3338,-28,1,1354276317.154896
1940,-4,-4,2,-19,17,-298,-735,872,-3339,-27,1,1354276317.155005
1940,-2,-5,2,-18,17,-298,-735,871,-3338,-28,1,1354276317.1553
1941,-1,-3,3,-18,17,-298,-735,871,-3338,-28,1,1354276317.155412
1941,-1,-4,2,-18,17,-298,-735,871,-3339,-28,1,1354276317.155521
1942,-3,-4,3,-18,17,-298,-735,871,-3338,-27,1,1354276317.155629
1941,-2,-2,4,-18,17,-298,-735,871,-3339,-27,1,1354276317.156481
1942,-2,-2,4,-19,17,-298,-732,871,-3341,-28,1,1354276317.15659
1941,-7,-1,2,-19,17,-299,-728,871,-3344,-28,1,1354276317.156706
1940,-6,-1,1,-19,17,-299,-727,871,-3346,-27,1,1354276317.156815
1942,-4,-3,3,-18,17,-298,-727,871,-3346,-27,1,1354276317.156924
1942,-4,-3,3,-17,18,-298,-726,871,-3347,-28,1,1354276317.157176
1944,-7,-3,4,-17,17,-298,-726,871,-3347,-28,1,1354276317.157324
1943,-7,-1,6,-18,17,-298,-726,871,-3347,-28,1,1354276317.157475
1944,-6,-1,3,-18,16,-298,-726,871,-3348,-27,1,1354276317.157611
1943,-9,-5,3,-18,17,-298,-726,871,-3348,-27,1,1354276317.15772
1942,-6,-5,4,-18,18,-299,-730,871,-3344,-27,0,1354276317.157836
1940,-3,-5,5,-18,18,-298,-735,870,-3340,-28,1,1354276317.157968
1943,-5,-4,4,-18,17,-298,-737,869,-3339,-28,1,1354276317.158094
1943,-5,-5,3,-18,17,-298,-738,869,-3339,-28,1,1354276317.158243
1944,-3,-3,5,-18,17,-298,-738,869,-3339,-28,1,1354276317.158367
1943,-2,-1,5,-18,18,-298,-738,870,-3339,-28,1,1354276317.158486
1944,-4,-2,5,-19,17,-299,-737,870,-3339,-28,1,1354276317.158612
1942,-5,-3,3,-19,17,-299,-737,870,-3339,-28,1,1354276317.158733
1943,-7,-4,3,-19,17,-298,-737,870,-3339,-28,1,1354276317.158862
1940,-5,-7,4,-19,17,-298,-737,870,-3339,-28,1,1354276317.159697
1941,-4,-4,4,-18,17,-298,-734,871,-3340,-28,1,1354276317.159804
1941,-3,-1,5,-18,17,-298,-728,871,-3344,-28,1,1354276317.15992
1941,-3,-3,2,-19,18,-298,-725,871,-3346,-28,1,1354276317.160036
1942,-5,-4,1,-18,18,-298,-725,871,-3346,-28,1,1354276317.160389
1943,-5,-4,3,-18,17,-299,-725,871,-3346,-28,1,1354276317.160759
1943,-4,-4,4,-18,17,-299,-726,870,-3345,-28,1,1354276317.161137
1943,-7,-2,4,-18,18,-299,-726,870,-3345,-27,1,1354276317.161438
1943,-8,-1,4,-18,18,-298,-726,871,-3345,-28,1,1354276317.16156
1943,-7,-4,2,-19,17,-298,-725,871,-3346,-27,1,1354276317.161686
1943,-7,-6,1,-19,17,-298,-725,871,-3346,-28,1,1354276317.161805
1942,-4,-6,1,-19,17,-298,-728,870,-3343,-27,1,1354276317.161922
1940,-4,-2,-1,-18,17,-298,-733,870,-3340,-27,1,1354276317.162038
1943,-4,-1,1,-19,17,-298,-735,870,-3340,-27,1,1354276317.162146
1943,-4,-2,1,-19,17,-298,-736,869,-3340,-27,1,1354276317.162268
1944,-4,-2,0,-19,17,-298,-735,870,-3340,-28,1,1354276317.162404
1943,-4,-3,0,-19,17,-298,-735,870,-3340,-28,1,1354276317.162579
1943,-4,-2,1,-19,17,-298,-735,870,-3340,-28,1,1354276317.162698
1942,-5,-2,1,-19,17,-298,-736,869,-3340,-27,1,1354276317.162805
1943,-5,-1,3,-19,17,-298,-735,870,-3340,-27,0,1354276317.163269
1940,-8,2,2,-18,17,-298,-736,869,-3340,-27,1,1354276317.163721
1941,-3,-1,3,-18,17,-298,-727,871,-3344,-27,1,1354276317.163982
1941,-4,-2,4,-17,17,-298,-726,872,-3346,-27,1,1354276317.164106
1943,-3,-3,3,-17,17,-298,-726,872,-3345,-27,1,1354276317.16423
1944,-3,-4,0,-18,17,-298,-726,872,-3345,-27,1,1354276317.164357
1943,-3,-3,2,-18,17,-298,-726,873,-3345,-27,1,1354276317.164466
1944,-4,-1,3,-18,17,-298,-726,873,-3345,-27,1,1354276317.164574
1943,-4,-1,3,-19,17,-298,-726,872,-3345,-27,1,1354276317.164682
1944,-1,-4,4,-19,17,-298,-726,872,-3345,-27,1,1354276317.1648
1942,-4,-1,3,-18,17,-298,-728,872,-3344,-27,1,1354276317.165066
1943,-6,-2,4,-18,17,-298,-735,870,-3339,-27,1,1354276317.165411
1943,-6,-3,3,-18,17,-298,-736,869,-3339,-27,1,1354276317.165576
1944,-5,-3,1,-18,17,-298,-736,869,-3339,-27,1,1354276317.165709
1943,-4,-2,3,-17,17,-297,-736,869,-3339,-27,1,1354276317.165848
1944,-4,-2,6,-18,17,-298,-735,871,-3339,-27,1,1354276317.166071
1943,-2,-3,4,-18,17,-298,-736,870,-3339,-27,1,1354276317.166364
1943,-3,-5,1,-18,17,-298,-735,870,-3338,-27,1,1354276317.167234
1941,-2,-4,0,-19,17,-298,-736,869,-3339,-27,1,1354276317.16825
1942,-3,-4,2,-18,17,-298,-734,871,-3340,-27,1,1354276317.168377
1941,-3,-4,4,-18,17,-298,-727,872,-3343,-27,1,1354276317.168526
1941,-3,-3,2,-18,18,-299,-725,873,-3346,-28,1,1354276317.168647
1944,-5,-2,3,-18,17,-298,-725,873,-3346,-27,1,1354276317.168919
1943,-5,-3,0,-17,17,-298,-725,873,-3346,-27,1,1354276317.169041
1944,-5,-3,1,-18,18,-298,-725,873,-3346,-27,1,1354276317.169161
1943,-5,-1,2,-18,18,-298,-726,873,-3345,-27,1,1354276317.16928
1944,-5,-2,1,-18,18,-298,-725,873,-3346,-27,1,1354276317.169438
1942,-6,-3,2,-18,18,-298,-725,873,-3346,-27,1,1354276317.169638
1942,-3,-3,3,-18,17,-298,-727,872,-3343,-27,1,1354276317.169816
1941,-2,-4,3,-18,18,-298,-733,871,-3339,-27,1,1354276317.170014
1943,-4,-4,2,-18,18,-297,-735,870,-3338,-27,1,1354276317.170235
1943,-4,-4,0,-18,17,-298,-735,870,-3338,-27,1,1354276317.170461
1944,-5,-5,0,-18,17,-298,-735,870,-3338,-27,1,1354276317.170667
1943,-4,-3,3,-18,17,-298,-735,870,-3338,-26,1,1354276317.171112
1942,-5,-3,2,-18,17,-298,-736,869,-3339,-27,1,1354276317.171351
1943,-5,-3,3,-18,17,-298,-735,870,-3339,-27,1,1354276317.172519
1941,-5,-4,4,-18,17,-298,-735,870,-3338,-27,1,1354276317.1731
1942,-5,-4,4,-19,17,-299,-733,871,-3338,-27,1,1354276317.17332
1941,-6,-4,3,-19,18,-299,-726,872,-3340,-27,1,1354276317.173566
1941,-6,-3,2,-18,18,-299,-724,873,-3342,-27,1,1354276317.17379
1942,-5,-3,2,-18,17,-299,-724,873,-3343,-27,1,1354276317.174019
1943,-5,-5,7,-18,17,-298,-723,873,-3343,-27,1,1354276317.17455
1944,-5,-4,4,-18,17,-298,-723,873,-3343,-27,1,1354276317.174786
1943,-4,-4,1,-18,17,-298,-723,873,-3344,-27,1,1354276317.174998
1944,-6,-5,3,-18,17,-298,-723,873,-3344,-26,1,1354276317.175222
1942,-5,-3,2,-18,18,-298,-723,873,-3344,-26,1,1354276317.175447
1939,-4,-3,2,-18,17,-297,-726,873,-3343,-26,1,1354276317.17569
1937,-4,-2,4,-18,17,-297,-732,870,-3341,-27,1,1354276317.175917
1940,-5,-4,2,-18,17,-298,-734,869,-3340,-27,1,1354276317.176145
1939,-4,-7,2,-18,17,-298,-734,869,-3340,-27,1,1354276317.176368
1940,-2,-8,3,-18,17,-298,-734,870,-3340,-27,1,1354276317.176582
1940,-2,-5,2,-18,17,-298,-734,870,-3340,-27,1,1354276317.176792
1939,-3,-4,3,-18,17,-298,-734,870,-3340,-27,1,1354276317.177284
1938,-4,-4,4,-18,17,-297,-734,870,-3340,-27,1,1354276317.178187
1938,-4,-3,3,-18,17,-298,-734,870,-3340,-27,1,1354276317.17852
1938,-5,-2,2,-18,17,-298,-728,873,-3341,-26,1,1354276317.178788
1937,-4,-5,1,-19,17,-298,-726,874,-3343,-27,1,1354276317.17891
1939,-5,-3,1,-18,17,-298,-726,874,-3343,-27,1,1354276317.179037
1941,-5,-2,1,-18,17,-298,-726,874,-3342,-27,1,1354276317.179163
1940,-3,-2,3,-18,18,-299,-726,874,-3342,-27,1,1354276317.179282
1940,-3,-2,3,-19,18,-298,-726,874,-3342,-27,1,1354276317.1794
1939,-6,-3,3,-18,17,-299,-726,874,-3342,-26,1,1354276317.17952
1938,-5,-3,6,-18,17,-298,-726,875,-3343,-26,1,1354276317.179792
1938,-5,-2,5,-18,16,-299,-728,873,-3343,-26,1,1354276317.179914
1939,-6,-2,2,-18,16,-298,-732,869,-3343,-26,1,1354276317.18004
1941,-5,-5,2,-19,16,-298,-733,868,-3342,-26,1,1354276317.180164
1940,-4,-5,1,-19,16,-298,-734,868,-3342,-26,1,1354276317.180353
1942,-5,-5,1,-18,17,-298,-734,868,-3342,-26,1,1354276317.180578
1942,-7,-5,1,-18,17,-298,-734,868,-3342,-26,1,1354276317.180709
1943,-5,-4,-1,-18,17,-298,-733,868,-3342,-27,1,1354276317.180838
1942,-5,-4,-2,-18,17,-298,-733,868,-3342,-27,1,1354276317.180958
1941,-5,-3,-1,-18,17,-298,-733,868,-3341,-27,1,1354276317.181708
1940,-6,-3,5,-19,17,-298,-733,868,-3341,-26,1,1354276317.182037
1940,-6,-2,6,-19,18,-297,-732,869,-3341,-26,1,1354276317.182168
1938,-4,-2,1,-18,18,-298,-729,872,-3341,-26,1,1354276317.182369
1940,-4,-4,0,-18,18,-298,-727,874,-3342,-26,1,1354276317.182605
1939,-6,-5,2,-18,18,-298,-727,875,-3342,-26,1,1354276317.182836
1940,-8,-2,3,-19,17,-298,-727,875,-3342,-26,1,1354276317.183012
1939,-7,-3,1,-18,17,-298,-727,875,-3342,-26,1,1354276317.183167
1939,-6,-5,1,-17,17,-298,-727,874,-3342,-26,1,1354276317.183388
1939,-6,-5,2,-17,17,-298,-727,874,-3342,-26,1,1354276317.183614
1940,-2,-4,1,-18,17,-298,-727,874,-3342,-26,1,1354276317.183857
1938,-1,-4,0,-18,17,-299,-727,874,-3343,-26,1,1354276317.184074
1937,-1,-4,-1,-18,17,-299,-728,873,-3342,-26,1,1354276317.184307
1938,-2,-5,2,-18,17,-298,-731,869,-3342,-27,1,1354276317.184542
1940,-2,-4,3,-18,17,-298,-733,867,-3341,-26,1,1354276317.18478
1940,0,-2,1,-18,17,-298,-734,867,-3341,-26,1,1354276317.185015
1940,0,-2,-1,-18,18,-299,-734,867,-3341,-26,1,1354276317.185239
1940,-4,-1,3,-19,17,-298,-734,867,-3341,-26,1,1354276317.185473
1940,-5,-1,3,-19,17,-298,-734,867,-3341,-26,0,1354276317.185711
1936,-3,-3,0,-18,16,-298,-734,868,-3341,-26,1,1354276317.186795
1938,-5,-4,2,-18,17,-298,-734,868,-3342,-26,1,1354276317.187419
1938,-7,-2,4,-18,17,-297,-733,869,-3342,-26,1,1354276317.187541
1937,-4,0,3,-18,17,-298,-729,872,-3341,-26,1,1354276317.187667
1940,-4,-3,3,-18,17,-298,-726,875,-3341,-26,1,1354276317.187788
1939,-3,-6,1,-18,17,-299,-727,874,-3341,-26,1,1354276317.187908
1940,-2,-5,2,-18,17,-299,-726,874,-3341,-26,1,1354276317.188027
1940,-3,-2,5,-18,17,-298,-726,875,-3341,-26,1,1354276317.188173
